Date_target,Oil_GRU_z_used,NewEnergy_MeanPred,NewEnergy_Sigma,CI_low,CI_high,ConfLevel,RiskLevel
2023-11-03,38.95322782177626,-0.09196826522546353,0.9594706587694523,-1.9725307564135899,1.788594225962663,0.95,LOW
2023-11-06,41.49919172191534,-0.1415911456250737,0.9771498847441196,-2.056804919723548,1.7736226284734005,0.95,LOW
2023-11-07,41.827999835029914,-0.03315592064167139,1.003010239494024,-1.9990559900499583,1.9327441487666155,0.95,MEDIUM
2023-11-08,46.1025070428646,-0.06518970728494933,0.9580937326562088,-1.9430534232911185,1.8126740087212196,0.95,LOW
2023-11-09,48.03244743127297,0.13372189418772995,1.040109731872451,-1.904893180282274,2.172336968657734,0.95,HIGH
2023-11-14,46.99171635614769,0.17163122024509236,0.9864119038439213,-1.7617361112889935,2.104998551779178,0.95,MEDIUM
2023-11-15,44.06007167859054,0.11556362314243096,0.9692787171165095,-1.7842226624059276,2.0153499086907893,0.95,LOW
2023-11-16,45.94819405332499,0.047063182580380114,1.0079770707395754,-1.9285718760691877,2.022698241229948,0.95,HIGH
2023-11-17,50.29640505239088,0.11930168841167765,0.9846175944351305,-1.8105487966811782,2.0491521735045333,0.95,MEDIUM
2023-11-20,45.75689464558038,0.301096358073775,1.0331681367702799,-1.7239131899959736,2.3261059061435234,0.95,HIGH
2023-11-21,43.661944766350594,0.1686583972350547,1.030282076543371,-1.850694472789952,2.1880112672600616,0.95,HIGH
2023-11-22,44.03460412924221,0.11216795989465289,0.9778633216821768,-1.8044441506024138,2.0287800703917194,0.95,LOW
2023-12-22,45.38072299725321,0.09655611340592885,0.9472747153413543,-1.7601023286631254,1.9532145554749833,0.95,LOW
2023-12-26,49.61687275245129,0.12842037902621972,0.9684547828595607,-1.769750995378519,2.0265917534309583,0.95,LOW
2023-12-27,47.537010857433884,0.30500342769970434,1.0247404844042365,-1.703487921732599,2.3134947771320076,0.95,HIGH
2023-12-28,49.91884602239503,0.20669353303691385,0.9791352543709491,-1.7124115655301462,2.125798631603974,0.95,MEDIUM
2023-12-29,52.248157508731516,0.3017449829462622,0.9849786649633142,-1.6288132003818336,2.2323031662743578,0.95,MEDIUM
2024-01-02,52.87928128957618,0.3669314254934456,0.9838119846760165,-1.5613400644715467,2.2952029154584377,0.95,MEDIUM
2024-01-03,53.11069823308052,0.3488344568495798,0.9533555661874494,-1.519742452877821,2.2174113665769806,0.95,LOW
2024-01-04,48.63883193814547,0.3240711693788749,0.9493189164341533,-1.5365939068320655,2.184736245589815,0.95,LOW
2024-01-05,49.16194121674068,0.2236013975930825,1.0323241264674252,-1.7997538902830712,2.246956685469236,0.95,HIGH
2024-01-08,46.788348857488934,0.22442042088629355,0.9532792490107221,-1.6440069071747216,2.092847748947309,0.95,LOW
2024-01-09,50.94164795874734,0.1502796506999332,0.9900898978158112,-1.790296549019057,2.090855850418923,0.95,MEDIUM
2024-01-10,49.15327591456789,0.3366862228766331,1.0226653880820897,-1.667737937764263,2.341110383517529,0.95,HIGH
2024-01-11,50.28255297251211,0.24166558959114293,0.9743117162915811,-1.6679853743403559,2.151316553522642,0.95,LOW
2024-01-12,48.64290346601203,0.2725746485085878,0.9636215099054108,-1.6161235109060175,2.161272807923193,0.95,LOW
2024-02-13,47.92537678295306,0.20400387841673395,0.9748442072992097,-1.7066907678897172,2.114698524723185,0.95,LOW
2024-02-14,42.132993717066505,0.16432984476955925,0.9593574161992205,-1.7160106909809132,2.0446703805200315,0.95,LOW
2024-02-15,44.1051052761725,0.04529612910500391,1.057791770307258,-2.0279757406972214,2.1185679989072295,0.95,HIGH
2024-02-16,42.36540589313732,0.1210085067024862,0.9764579496049194,-1.7928490745231558,2.034866087928128,0.95,LOW
2024-03-19,41.657643612199166,0.04205024219592013,0.9733610812605028,-1.8657374770746653,1.9498379614665056,0.95,LOW
2024-03-20,36.69146477905425,0.001860472540502589,0.9564373662074604,-1.8727567652261197,1.876477710307125,0.95,LOW
2024-03-21,39.25459319487714,-0.1081943188203115,1.0369816772607827,-2.1406784062514457,1.9242897686108225,0.95,HIGH
2024-03-22,40.44787859561068,-0.0047561383013704495,0.9855926788467109,-1.9365177888409235,1.9270055122381828,0.95,MEDIUM
2024-03-25,40.67184761702257,-0.0008581055094550871,0.9616508376153543,-1.8856937472355493,1.8839775362166393,0.95,LOW
2024-03-26,39.34156558415595,-0.030612847992433023,0.9473932370202662,-1.8875035925521548,1.8262778965672888,0.95,LOW
2024-03-27,40.34997120119231,-0.08497151139645065,0.9706842074677653,-1.9875125580332706,1.8175695352403693,0.95,LOW
