test_index,strategy_nav,buy_hold_nav,strategy_return,buy_hold_return,signal
243,1.7745118175619956,0.9013848389902084,0.006072170619615052,0.006072170619615052,1.0
244,1.784812546154575,0.9066172192381238,0.00580482389051164,0.00580482389051164,1.0
245,1.792991202450229,0.9107716670785124,0.00458236149968546,0.00458236149968546,1.0
246,1.801024455071184,0.9148522553556058,0.004480363657098188,0.004480363657098188,1.0
247,1.808395961479931,0.9185967016036407,0.00409295186858275,0.00409295186858275,1.0
248,1.8148086273688866,0.9218540931592268,0.0035460518744510586,0.0035460518744510586,1.0
249,1.8199679754299,0.9244748466956336,0.0028429157670985705,0.0028429157670985705,1.0
250,1.8251313113937944,0.9270976259357638,0.002837047702817149,0.002837047702817149,1.0
251,1.8298337561806284,0.929486289902434,0.0025764966923081827,0.0025764966923081827,1.0
252,1.830012293939493,0.9295769803263777,9.757048052126631e-05,9.757048052126631e-05,1.0
253,1.8293072470579488,0.929218843196204,-0.000385268931732837,-0.000385268931732837,1.0
254,1.8300533684796791,0.9295978446381429,0.00040787102490877174,0.00040787102490877174,1.0
255,1.8303096195552135,0.929728010485547,0.00014002382659874103,0.00014002382659874103,1.0
256,1.8316724874099715,0.9304202957719384,0.0007446105512404443,0.0007446105512404443,1.0
257,1.831403777948453,0.9302838015359977,-0.00014670169659996099,-0.00014670169659996099,1.0
258,1.8311800160901468,0.9301701389812457,-0.0001221805158428442,-0.0001221805158428442,1.0
259,1.8370311656312492,0.9331423014852184,0.0031952890975707584,0.0031952890975707584,1.0
260,1.8437558257526914,0.9365581743020914,0.0036606129755730934,0.0036606129755730934,1.0
261,1.8489039737146404,0.9391732386120912,0.0027922070211479372,0.0027922070211479372,1.0
262,1.854886029405765,0.9422118964855468,0.0032354604545015457,0.0032354604545015457,1.0
263,1.8600326263374187,0.9448261729308622,0.002774616256774823,0.002774616256774823,1.0
264,1.8667147027888094,0.9482204148551184,0.003592451205841515,0.003592451205841515,1.0
265,1.872919954094298,0.9513724476528354,0.003324156228168304,0.003324156228168304,1.0
266,1.8738325047244115,0.9518359888333756,0.0004872341864470378,0.0004872341864470378,1.0
267,1.873922095524845,0.9518814975690315,4.781153075711982e-05,4.781153075711982e-05,1.0
268,1.8736072820878975,0.9520414108794791,-0.00016799707826663522,0.00016799707826663522,-1.0
269,1.8746642520108359,0.9515043297385636,0.0005641363230401873,-0.0005641363230401873,-1.0
270,1.8765149563257226,0.9505649865112139,0.0009872190782439485,-0.0009872190782439485,-1.0
271,1.8794444272166209,0.949081037529883,0.0015611231240246716,-0.0015611231240246716,-1.0
272,1.8822585327425503,0.9476599717332087,0.001497307121816381,-0.001497307121816381,-1.0
273,1.8854666280716417,0.9460447932250501,0.0017043861261804392,-0.0017043861261804392,-1.0
274,1.8904788873103175,0.9435298604840273,0.002658365395627299,-0.002658365395627299,-1.0
275,1.8962517119480304,0.9406486686010702,0.0030536308426730168,-0.0030536308426730168,-1.0
276,1.9016773438709023,0.9379572466698932,0.002861240355742664,-0.002861240355742664,-1.0
277,1.9070532676623866,0.9353056997636743,0.002826937918154616,-0.002826937918154616,-1.0
278,1.9123995698691063,0.9326836298868673,0.0028034362214081894,-0.0028034362214081894,-1.0
279,1.9193195645686603,0.9293087254595358,0.0036184878979175256,-0.0036184878979175256,-1.0
280,1.927963575368287,0.9251234116601295,0.004503685034633398,-0.004503685034633398,-1.0
281,1.9355885195530906,0.9214646213862435,0.003954921287009887,-0.003954921287009887,-1.0
282,1.9432200888116942,0.9178315035998837,0.003942764271181746,-0.003942764271181746,-1.0
283,1.9520701857155447,0.9136513812375048,0.004554346136500977,-0.004554346136500977,-1.0
284,1.9618182877955572,0.909088857310332,0.004993725200735797,-0.004993725200735797,-1.0
285,1.9721223890306936,0.9043140299597386,0.005252321939925955,-0.005252321939925955,-1.0
286,1.9828771554219544,0.8993824465090092,0.005453397036147852,-0.005453397036147852,-1.0
287,1.9967854381506323,0.8930740046002137,0.007014192831183245,-0.007014192831183245,-1.0
288,2.0108011038780957,0.8868054158579217,0.0070191145526602855,-0.0070191145526602855,-1.0
289,2.0222759862682387,0.8817447523093063,0.005706622285024668,-0.005706622285024668,-1.0
290,2.03383013126287,0.8767069598489226,0.005713436283221004,-0.005713436283221004,-1.0
291,2.0428140066857585,0.8728343522065273,0.004417220142820124,-0.004417220142820124,-1.0
292,2.0534011638817558,0.8683107712722702,0.005182633936005685,-0.005182633936005685,-1.0
293,2.061504947970284,0.8648839674231714,0.003946517724382989,-0.003946517724382989,-1.0
294,2.0550203098481568,0.8676045330720149,-0.003145584553901598,0.003145584553901598,-1.0
295,2.0467790436498605,0.8710838952357997,-0.004010308880550708,0.004010308880550708,-1.0
296,2.0522698068124403,0.8734206962590054,0.0026826360078361696,0.0026826360078361696,1.0
297,2.060637828707564,0.876982023081477,0.004077447257347231,0.004077447257347231,1.0
298,2.0678872909461674,0.8800673047217982,0.0035180671429048517,0.0035180671429048517,1.0
299,2.078579082622453,0.8846175992781762,0.005170393823250195,0.005170393823250195,1.0
300,2.088635496589454,0.8888974849246786,0.004838119488007938,0.004838119488007938,1.0
301,2.089978810856365,0.889469182894607,0.0006431539965228077,0.0006431539965228077,1.0
302,2.090621075503341,0.8897425228001506,0.0003073067744225715,0.0003073067744225715,1.0
303,2.0896224509260155,0.8901675250930917,-0.0004776688559332245,0.0004776688559332245,-1.0
304,2.090909852506199,0.88961909919064,0.0006160929117184028,-0.0006160929117184028,-1.0
305,2.093069184776109,0.8887003684158492,0.0010327237529259353,-0.0010327237529259353,-1.0
306,2.0963690370493193,0.8872992776386069,0.0015765614902801958,-0.0015765614902801958,-1.0
307,2.0990980808146165,0.8861441954375263,0.0013017954935731358,-0.0013017954935731358,-1.0
308,2.103214906265744,0.8844062580774339,0.001961235393788717,-0.001961235393788717,-1.0
309,2.109620560630774,0.8817126670465621,0.00304564899475855,-0.00304564899475855,-1.0
310,2.115937837634529,0.8790723708438235,0.002994508643709019,-0.002994508643709019,-1.0
