sample_index,raw_feature_0,scaled_feature_0
392,-0.012468030690537146,-1.500660379161043
393,-0.006705822596309474,-0.8192575546255947
394,-0.006751093910676187,-0.824611058174141
395,-0.006796981295626892,-0.830037414391175
396,-0.006843496412741068,-0.8355380023024217
397,-0.006890652568877553,-0.8411143954940915
398,-0.006938462772553167,-0.8467681322723265
399,-0.00698694174268899,-0.8525009532050192
400,0.0009704969429347177,0.0884961624464237
401,0.0009695559918088126,0.08838489142940095
402,0.000968616863525007,0.08827383597032662
403,0.0009676792141037893,0.08816295539232705
404,0.00096674405466457,0.08805236926408337
405,0.0009658103632379511,0.08794195673386254
406,0.0009648784736089322,0.08783175727299876
407,0.015133988866396608,1.763382463689159
408,0.014908365824000125,1.7367016885669875
409,0.014689371302892162,1.7108047610696555
410,0.014476717102654302,1.6856576004114763
411,0.014270132750536568,1.6612282221703705
412,0.014069361099925626,1.6374862177901421
413,0.013874160525533474,1.6144030141698151
414,0.01368430231848694,1.5919515656231475
415,0.013499570119797744,1.570106286884332
416,0.013319759097877304,1.548842955846022
417,0.013144674897880293,1.5281385893152462
418,0.012974134411987581,1.507971534102271
419,0.012807962189003819,1.4883210424419822
420,0.012645992791487926,1.4691675507334487
421,0.010260897271714864,1.1871210162481232
422,0.010156680615299729,1.1747970038411344
423,0.010054559664064433,1.16272081647024
424,0.009954471563011547,1.1508850212950976
425,0.009856357007547834,1.139282605324042
426,0.009760157411648596,1.1279066405388452
427,0.00966581751122697,1.1167505917529492
428,0.003487940519480537,0.386193353456472
429,0.003475817335099496,0.38475974121190887
430,0.003463777617972452,0.3833359992847137
431,0.003451821533743571,0.3819221472629333
432,0.003439947192897641,0.3805179617042724
433,0.0034281547776595644,0.3791234641575125
434,0.0034164424289362394,0.3777384347778876
435,7.244269776873757e-05,-0.01770213675335005
436,7.243770373577263e-05,-0.017702727316570344
437,7.243220338204459e-05,-0.017703377754129165
438,7.242695733777893e-05,-0.017703998118635583
439,7.2421712053794e-05,-0.017704618393235942
440,7.241672098690088e-05,-0.017705208605707064
441,7.241122374579412e-05,-0.01770585867518669
442,-0.009666208058793813,-1.1693342930674544
443,-0.00976055562018785,-1.1804912477922116
444,-0.00985676310470629,-1.1918681454363607
445,-0.009954886319307188,-1.2034715853830245
446,-0.010054982263695167,-1.2153083080621025
447,-0.010157111843128286,-1.2273855157499085
448,-0.010261337394706582,-1.2397105800434665
449,0.0113773153030714,1.319141656164046
450,0.01124932814976387,1.3040066929100522
451,0.011124188502894983,1.289208458024497
452,0.011001802116513693,1.2747358065684624
453,0.010882079889791951,1.2605782020332168
454,0.010764935007036902,1.2467253781358765
455,0.010650285377145519,1.2331676272941128
456,0.0023018270392749507,0.24593096403646872
457,0.0022965407995658715,0.24530584626737142
458,0.0022912787843540894,0.24468359313638008
459,0.0022860410775416007,0.24406421456522198
460,0.0022808267638330104,0.243447602316767
461,0.0022756364313558652,0.2428338259393141
462,0.002270469667863262,0.24222283668311326
463,0.011928359018830381,1.3843046524009956
464,0.011787750498855942,1.3676771649695176
465,0.011650418275022556,1.3514371119048694
466,0.011516249394612599,1.33557113612248
467,0.011385135100197452,1.320066376646516
468,0.011256972942428556,1.304910718455385
469,0.01113166410084121,1.2900924756566878
470,0.0071542908758290835,0.8197531013342161
471,0.007103470808115686,0.8137434367895285
472,0.007053367193109006,0.8078184954776746
473,0.007003965651560584,0.8019765769983296
474,0.006955251310285293,0.7962159225412961
475,0.0069072101501521654,0.7905348742915
476,0.006859827658145079,0.7849317160300863
477,-0.00391986062717764,-0.4898070516636371
478,-0.003935286401399174,-0.49163120760408785
479,-0.003950834064969211,-0.4934697774193923
480,-0.003966505068311976,-0.4953229326276816
481,-0.0039823008849557695,-0.4971908474792308
482,-0.003998223011994706,-0.49907369901106147
483,-0.004014272970562116,-0.500971667102923
484,0.004958096059113348,0.5600447869400632
485,0.004933634624723293,0.5571521301298606
486,0.004909413372919724,0.5542878758157429
487,0.004885429004149788,0.5514516338131491
488,0.004861677403720455,0.5486429175441205
489,0.004838155850745096,0.5458614052535586
490,0.004814860803776799,0.5431066781520184
491,0.00476087426963856,0.5367225670183843
492,0.004738315744130972,0.5340549363554751
493,0.00471596998928181,0.5314124666248436
494,0.004693834008961062,0.528794803522824
495,0.0046719048630281534,0.526201599366712
496,0.004650179666032539,0.5236325129411054
497,0.004628655585945607,0.5210872093479473
498,0.004727000837696282,0.5327169060244159
499,0.004704761218053299,0.5300869871819319
500,0.004682730298588789,0.52748174792213
